SYMBOL,NAME OF COMPANY,SERIES,FACE VALUE,PAID UP VALUE,MKT LOT,IP RATE,DATE OF LISTING,DATE OF ALLOTMENT,REDEMPTION DATE,REDEMPTION AMT,CONVERSION DATE,CONVERSION AMT,INTEREST PAYMENT DT
Haryana State,SG,100.0,100.0,100,7.95,12-AUG-2022,,10-AUG-2037,,,,,IN1620220187
IndiGrid Infrastructure Trust,NI,1000.0,1000.0,1,7.95,10-MAY-2021,,06-MAY-2031,,,,,INE219X07256
Jammu & Kashmir State,SG,100.0,100.0,100,7.95,27-JUL-2020,,26-MAR-2030,,,,,IN1820190172
NIIF Infrastructure Finance Limited,N2,100000.0,100000.0,1,7.95,19-MAR-2024,,14-MAR-2036,,,,,INE246R07723
SUNDARAM HOME FINANCE LIMITED,N2,100000.0,100000.0,1,7.95,23-APR-2024,,28-MAR-2034,,,,,INE667F07IR1
Telangana State,SG,100.0,100.0,100,7.95,22-JUL-2022,,20-JUL-2035,,,,,IN4520220091
Telangana State,SG,100.0,100.0,100,7.95,12-AUG-2022,,10-AUG-2037,,,,,IN4520220117
West Bengal State,SG,100.0,100.0,100,7.95,31-OCT-2022,,27-OCT-2039,,,,,IN3420220169
Andhra Pradesh State,SG,100.0,100.0,100,7.96,10-APR-2026,,08-APR-2038,,,,,IN1020260015
Andhra Pradesh State,SG,100.0,100.0,100,7.96,12-AUG-2022,,10-AUG-2040,,,,,IN1020220415
SUNDARAM HOME FINANCE LIMITED,N0,100000.0,100000.0,1,7.96,21-MAY-2026,,19-MAY-2031,,,,,INE667F07JG2
Torrent Investments Limited,N0,100000.0,100000.0,1,7.96,21-AUG-2025,,19-AUG-2029,,,,,INE939L08021
West Bengal State,SG,100.0,100.0,100,7.96,01-JUL-2022,,29-JUN-2037,,,,,IN3420220037
SMFG India Credit Company Limited,N0,100000.0,100000.0,1,7.97,05-FEB-2025,,03-FEB-2030,,,,,INE535H07CO6
Aditya Birla Capital Limited,N9,100000.0,100000.0,1,7.97,11-APR-2025,,13-JUL-2028,,,,,INE860H07IO5
Andhra Pradesh State,SG,100.0,100.0,100,7.97,12-AUG-2022,,10-AUG-2036,,,,,IN1020220407
Andhra Pradesh State,SG,100.0,100.0,100,7.97,15-JUL-2022,,13-JUL-2039,,,,,IN1020220316
Haryana State,SG,100.0,100.0,100,7.97,29-JUL-2022,,27-JUL-2042,,,,,IN1620220161
IndiGrid Infrastructure Trust,NL,1000.0,1000.0,1,7.97,10-MAY-2021,,06-MAY-2031,,,,,INE219X07280
Punjab State,SG,100.0,100.0,100,7.97,03-APR-2023,,29-MAR-2038,,,,,IN2820220233
Rajasthan State,SG,100.0,100.0,100,7.97,29-JUL-2022,,27-JUL-2042,,,,,IN2920220117
Rajasthan State,SG,100.0,100.0,100,7.97,10-APR-2026,,08-APR-2043,,,,,IN2920260014
Sundaram Finance Limited,N0,100000.0,100000.0,1,7.97,04-MAR-2024,,28-FEB-2030,,,,,INE660A07RR8
Tata Capital Limited,N0,100000.0,100000.0,1,7.97,14-MAY-2026,,12-MAY-2031,,,,,INE976I07DD1
Torrent Power Limited,N0,100000.0,100000.0,1,7.97,12-MAR-2026,,09-MAR-2034,,,,,INE813H07424
Torrent Power Limited,N0,100000.0,100000.0,1,7.97,12-MAR-2026,,09-MAR-2035,,,,,INE813H07408
Torrent Power Limited,N0,100000.0,100000.0,1,7.97,12-MAR-2026,,09-MAR-2036,,,,,INE813H07416
Telangana State,SG,100.0,100.0,100,7.97,10-APR-2026,,08-APR-2043,,,,,IN4520260014
West Bengal State,SG,100.0,100.0,100,7.97,29-JUL-2022,,27-JUL-2042,,,,,IN3420220086
Andhra Pradesh State,SG,100.0,100.0,100,7.98,27-JUL-2020,,08-APR-2031,,,,,IN1020200011
Rajasthan State,SG,100.0,100.0,100,7.98,22-JUL-2022,,20-JUL-2042,,,,,IN2920220083
SUNDARAM HOME FINANCE LIMITED,N0,100000.0,100000.0,1,7.98,07-AUG-2024,,04-SEP-2026,,,,,INE667F07IT7
Andhra Pradesh State,SG,100.0,100.0,100,7.99,07-APR-2026,,30-MAR-2040,,,,,IN1020250636
Godrej Seeds & Genetics Limited,N0,100000.0,100000.0,1,7.99,30-SEP-2025,,26-DEC-2028,,,,,INE316Z08055
Godrej Seeds & Genetics Limited,N0,100000.0,100000.0,1,7.99,30-SEP-2025,,26-MAR-2029,,,,,INE316Z08063
Hero FinCorp Limited,N0,100000.0,100000.0,1,7.99,08-AUG-2025,,06-AUG-2027,,,,,INE957N07849
Haryana State,SG,100.0,100.0,100,7.99,07-APR-2026,,30-MAR-2044,,,,,IN1620250465
L&T Finance Limited,N0,100000.0,100000.0,1,7.99,10-SEP-2024,,25-MAR-2027,,,,,INE498L07053
L&T Finance Limited,N0,100000.0,100000.0,1,7.8,18-FEB-2025,,29-MAR-2030,,,,,INE498L07111
NIIF Infrastructure Finance Limited,N0,100000.0,100060.0,1,7.99,24-SEP-2024,,29-NOV-2029,,,,,INE246R07749
NIIF Infrastructure Finance Limited,N0,100000.0,100000.0,1,7.99,05-MAR-2025,,28-FEB-2037,,,,,INE246R07772
Rashtriya Chemicals and Fertilizers Limited,N0,100000.0,100000.0,1,7.99,09-AUG-2024,,07-AUG-2027,,,,,INE027A08028
Rajasthan State,SG,100.0,100.0,100,7.99,07-APR-2026,,30-MAR-2041,,,,,IN2920250452
Tata Capital Limited,NE,100000.0,100000.0,1,7.99,15-FEB-2024,,13-FEB-2029,,,,,INE976I07CS1
Tata Capital Limited,ND,100000.0,100000.0,1,7.99,12-FEB-2024,,08-FEB-2034,,,,,INE306N07NN9
Toyota Financial Services India Limited,N0,100000.0,100000.0,1,7.99,24-DEC-2024,,17-DEC-2027,,,,,INE692Q07530
Tamilnadu State,SG,100.0,100.0,100,7.99,10-JUN-2022,,08-JUN-2042,,,,,IN3120220022
Telangana State,SG,100.0,100.0,100,7.99,27-JUL-2020,,24-MAR-2030,,,,,IN4520190179
Telangana State,SG,100.0,100.0,100,7.99,27-JUL-2020,,24-MAR-2035,,,,,IN4520190187
Uttarakhand State,SG,100.0,100.0,100,7.99,07-APR-2026,,30-MAR-2044,,,,,IN3620250149
West Bengal State,SG,100.0,100.0,100,7.99,27-JUL-2020,,24-MAR-2035,,,,,IN3420190248
Aditya Birla Capital Limited,,100000.0,100000.0,1,7.9,11-APR-2025,,08-JUN-2028,,,,,INE860H07IM9
Andhra Pradesh State,SG,100.0,100.0,100,7.9,03-JUN-2022,,01-JUN-2033,,,,,IN1020220159
Andhra Pradesh State,SG,100.0,100.0,100,7.9,03-JUN-2022,,01-JUN-2034,,,,,IN1020220167
Haryana State,SG,100.0,100.0,100,7.9,15-JUL-2022,,13-JUL-2034,,,,,IN1620220146
IndiGrid Infrastructure Trust,NF,1000.0,1000.0,1,7.9,10-MAY-2021,,06-MAY-2028,,,,,INE219X07223
Madhya Pradesh State,SG,100.0,100.0,100,7.9,17-APR-2026,,15-APR-2056,,,,,IN2120260020
National Highways Infra Trust,N1,300.0,300.0,1,7.9,28-OCT-2022,,25-OCT-2035,,,,,INE0H7R07017
National Highways Infra Trust,N2,300.0,300.0,1,7.9,28-OCT-2022,,14-NOV-2040,,,,,INE0H7R07025
National Highways Infra Trust,N3,400.0,400.0,1,7.9,28-OCT-2022,,25-OCT-2047,,,,,INE0H7R07033
Rajasthan State,SG,100.0,100.0,100,7.9,03-JUN-2022,,01-JUN-2042,,,,,IN2920220034
SUNDARAM HOME FINANCE LIMITED,N0,100000.0,100000.0,1,7.9,30-SEP-2024,,24-SEP-2027,,,,,INE667F07IV3
Telangana State,SG,100.0,100.0,100,7.9,08-JUL-2022,,06-JUL-2044,,,,,IN4520220067
Emerald Haven Life Spaces 3 Private Limited,N0,100000.0,100000.0,1,7.0,21-JAN-2026,,19-JAN-2046,,,,,INE0TV208079
Emerald Haven Properties Private Limited,N0,100000.0,100000.0,1,7.0,16-JAN-2026,,13-JAN-2046,,,,,INE29PK08010
Emerald Haven Life Spaces 2 Private Limited,N0,100000.0,100000.0,1,7.0,21-JAN-2026,,19-JAN-2046,,,,,INE0TO808083
Indian Renewable Energy Development Agency Limited,N0,100000.0,100000.0,1,7.0,08-MAY-2025,,31-MAY-2030,,,,,INE202E08300
Power Finance Corporation Limited,N3,1000.0,1000.0,1,7.0,04-FEB-2026,,03-FEB-2031,,,,,INE134E07DP0
Power Finance Corporation Limited,N4,1000.0,1000.0,1,7.0,04-FEB-2026,,02-FEB-2036,,,,,INE134E07DM7
Aditya Birla Capital Limited,NB,100000.0,100000.0,1,8.02,11-APR-2025,,18-MAY-2029,,,,,INE860H07JE4
Aditya Birla Capital Limited,NC,100000.0,100000.0,1,8.01,11-APR-2025,,02-MAY-2028,,,,,INE860H07IK3
Tata Capital Housing Finance Limited,N7,1000.0,1000.0,1,8.01,16-JAN-2020,,14-JAN-2028,,,,,INE033L07GR8
Tata Capital Limited,N0,100000.0,100000.0,1,8.01,25-JUL-2024,,21-JUL-2034,,,,,INE976I07CX1
West Bengal State,SG,100.0,100.0,100,8.01,22-JUL-2022,,20-JUL-2041,,,,,IN3420220060
Aditya Birla Capital Limited,ND,100000.0,100000.0,1,8.02,11-APR-2025,,18-FEB-2030,,,,,INE860H07JD6
Aditya Birla Housing Finance Limited,N1,100000.0,100000.0,1,8.02,20-DEC-2023,,13-JUL-2028,,,,,INE831R07367
Andhra Pradesh State,SG,100.0,100.0,100,8.02,22-JUL-2022,,20-JUL-2038,,,,,IN1020220340
Andhra Pradesh State,SG,100.0,100.0,100,8.02,07-APR-2026,,30-MAR-2042,,,,,IN1020250644
Mizoram State,SG,100.0,100.0,100,8.02,22-JUL-2022,,20-JUL-2036,,,,,IN2520220038
Telangana State,SG,100.0,100.0,100,8.02,10-JUN-2022,,08-JUN-2035,,,,,IN4520220018
West Bengal State,SG,100.0,100.0,100,8.02,22-JUL-2022,,20-JUL-2037,,,,,IN3420220052
Aditya Birla Capital Limited,NE,100000.0,100000.0,1,8.03,11-APR-2025,,08-AUG-2034,,,,,INE860H07IZ1
Aditya Birla Capital Limited,NF,100000.0,100000.0,1,8.03,11-APR-2025,,24-JUN-2033,,,,,INE860H08EI4
Aditya Birla Capital Limited,N0,100000.0,100000.0,1,8.03,08-MAY-2025,,04-MAY-2035,,,,,INE674K08018
Aditya Birla Housing Finance Limited,N2,100000.0,100000.0,1,8.03,20-DEC-2023,,15-MAR-2027,,,,,INE831R07391
ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000.0,100000.0,1,8.03,13-SEP-2024,,11-SEP-2029,,,,,INE831R07490
ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000.0,99800.08,1,8.03,25-APR-2025,,23-APR-2035,,,,,INE831R08100
Andhra Pradesh State,SG,100.0,100.0,100,8.03,10-JUN-2022,,08-JUN-2035,,,,,IN1020220175
Andhra Pradesh State,SG,100.0,100.0,100,8.03,22-JUL-2022,,20-JUL-2036,,,,,IN1020220332
ICICI Prudential Life Insurance Company Limited,N0,100000.0,100000.0,1,8.03,23-DEC-2024,,19-DEC-2034,,,,,INE726G08022
Muthoot Finance Limited,N0,100000.0,100000.0,1,8.03,24-NOV-2025,,20-JAN-2031,,,,,INE414G07JT0
Torrent Investments Limited,N0,100000.0,100000.0,1,8.03,21-AUG-2025,,19-AUG-2030,,,,,INE939L08039
Tata Capital Housing Finance Limited,NC,100000.0,100000.0,1,8.04,27-DEC-2023,,19-MAR-2027,,,,,INE033L07ID4
ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000.0,100000.0,1,8.05,09-SEP-2024,,03-DEC-2027,,,,,INE831R07482
Andhra Pradesh State,SG,100.0,100.0,100,8.04,29-JUL-2022,,27-JUL-2037,,,,,IN1020220365
Andhra Pradesh State,SG,100.0,100.0,100,8.04,17-JUN-2022,,15-JUN-2041,,,,,IN1020220191
Andhra Pradesh State,SG,100.0,100.0,100,8.04,17-JUN-2022,,15-JUN-2042,,,,,IN1020220209
Kerala State,SG,100.0,100.0,100,8.04,07-APR-2026,,30-MAR-2046,,,,,IN2020250345
Punjab State,SG,100.0,100.0,100,8.04,08-JUL-2022,,06-JUL-2042,,,,,IN2820220035
Tripura State,SG,100.0,100.0,100,8.04,07-APR-2026,,30-MAR-2048,,,,,IN3220250093
West Bengal State,SG,100.0,100.0,100,8.04,07-APR-2026,,30-MAR-2052,,,,,IN3420250497
West Bengal State,SG,100.0,100.0,100,8.04,07-APR-2026,,30-MAR-2056,,,,,IN3420250505
Aditya Birla Capital Limited,N5,1000.0,1000.0,1,8.05,11-APR-2025,,09-OCT-2028,,,,,INE860H07IT4
Aseem Infrastructure Finance Limited,N0,100000.0,100000.0,1,8.05,10-NOV-2025,,29-OCT-2032,,,,,INE0AD508026
HDFC Life Insurance Company Limited,N0,100000.0,100000.0,1,8.05,14-OCT-2024,,09-OCT-2034,,,,,INE795G08035
Muthoot Finance Limited,N0,100000.0,100000.0,1,8.05,30-JUN-2025,,25-NOV-2027,,,,,INE414G07JQ6
Muthoot Finance Limited,N0,100000.0,100021.29,1,8.05,23-OCT-2025,,16-OCT-2030,,,,,INE414G07JR4
NDR INVIT Trust,N0,100000.0,100000.0,1,8.05,27-DEC-2024,,15-DEC-2032,,,,,INE0Q7Q07026
Nashik Municipal Corporation,N1,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2029,,,,,INE579F24099
Nashik Municipal Corporation,N2,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2030,,,,,INE579F24065
Nashik Municipal Corporation,N3,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2031,,,,,INE579F24032
Nashik Municipal Corporation,N4,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2032,,,,,INE579F24057
Nashik Municipal Corporation,N5,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2033,,,,,INE579F24040
Nashik Municipal Corporation,N6,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2034,,,,,INE579F24081
Nashik Municipal Corporation,N7,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2035,,,,,INE579F24073
Nashik Municipal Corporation,N8,125.0,125.0,1,8.05,06-MAR-2026,,05-MAR-2036,,,,,INE579F24107
PNB Housing Finance Limited,N0,100000.0,100000.0,1,8.05,10-FEB-2025,,06-FEB-2030,,,,,INE572E07217
Rajasthan State,SG,100.0,100.0,100,8.05,29-JUL-2022,,27-JUL-2037,,,,,IN2920220109
SUNDARAM HOME FINANCE LIMITED,N3,100000.0,100000.0,1,8.05,14-JUN-2024,,12-JUN-2029,,,,,INE667F07IS9
SMFG India Credit Company Limited,N0,100000.0,100000.0,1,8.05,28-OCT-2025,,24-OCT-2035,,,,,INE535H08819
Tata Capital Housing Finance Limited,NG,100000.0,100000.0,1,8.05,20-JUN-2024,,18-JUN-2029,,,,,INE033L07IH5
Toyota Financial Services India Limited,N0,100000.0,100000.0,1,8.05,01-APR-2025,,22-FEB-2028,,,,,INE692Q07555
Jammu & Kashmir State,SG,100.0,100.0,100,8.06,29-JUL-2022,,27-JUL-2037,,,,,IN4920220030
Rajasthan State,SG,100.0,100.0,100,8.06,10-APR-2026,,08-APR-2057,,,,,IN2920260022
Summit Digitel Infrastructure Limited,N0,100000.0,100000.0,1,8.06,02-FEB-2024,,29-JAN-2029,,,,,INE507T07120
Toyota Financial Services India Limited,N0,100000.0,100000.0,1,8.06,23-JAN-2025,,21-MAR-2028,,,,,INE692Q07548
West Bengal State,SG,100.0,100.0,100,8.06,07-APR-2026,,30-MAR-2049,,,,,IN3420250489
Aditya Birla Capital Limited,N0,100000.0,100000.0,1,8.07,05-MAY-2026,,30-APR-2036,,,,,INE674K08083
Andhra Pradesh State,SG,100.0,100.0,100,8.07,10-JUN-2022,,08-JUN-2036,,,,,IN1020220183
Andhra Pradesh State,SG,100.0,100.0,100,8.07,10-APR-2026,,08-APR-2051,,,,,IN1020260023
Maharashtra State,SG,100.0,100.0,100,8.07,10-APR-2026,,08-APR-2049,,,,,IN2220260037
NIIF Infrastructure Finance Limited,N3,100000.0,100000.0,1,8.07,25-JUN-2024,,23-AUG-2029,,,,,INE246R07731
NIIF Infrastructure Finance Limited,N1,100000.0,100000.0,1,8.07,30-JAN-2024,,24-JAN-2039,,,,,INE246R07715
SMFG India Home Finance Company Limited,N0,100000.0,100000.0,1,8.07,13-SEP-2024,,10-SEP-2027,,,,,INE213W07293
Tripura State,SG,100.0,100.0,100,8.07,07-APR-2026,,30-MAR-2043,,,,,IN3220250077
Telangana State,SG,100.0,100.0,100,8.07,10-APR-2026,,08-APR-2056,,,,,IN4520260022
West Bengal State,SG,100.0,100.0,100,8.07,29-JUL-2022,,27-JUL-2038,,,,,IN3420220078
Cholamandalam Investment and Finance Company Limited,N0,100000.0,100000.0,1,8.08,08-MAY-2026,,05-JUN-2029,,,,,INE121A07ST5
ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000.0,100000.0,1,8.09,09-AUG-2024,,22-DEC-2026,,,,,INE831R07474
Tata Capital Limited,N0,100000.0,1000.0,1,8.09,05-MAR-2025,,23-SEP-2027,,,,,INE976I07CY9
Can Fin Homes Limited,N0,100000.0,100000.0,1,8.09,07-MAR-2025,,04-JAN-2027,,,,,INE477A07415
Hero FinCorp Limited,N0,100000.0,100000.0,1,8.09,18-MAR-2026,,16-MAR-2033,,,,,INE957N07864
Madhya Pradesh State,SG,100.0,100.0,100,8.09,07-APR-2026,,30-MAR-2050,,,,,IN2120250534
Uttar Pradesh State,SG,100.0,100.0,100,8.09,07-APR-2026,,30-MAR-2051,,,,,IN3320250282
Uttar Pradesh State,SG,100.0,100.0,100,8.09,07-APR-2026,,30-MAR-2056,,,,,IN3320250290
Andhra Pradesh State,SG,100.0,100.0,100,8.0,07-APR-2026,,30-MAR-2044,,,,,IN1020250651
Nagaland State,SG,100.0,100.0,100,8.0,27-JUL-2020,,08-APR-2030,,,,,IN2620200013
Nagaland State,SG,100.0,100.0,100,8.0,07-APR-2026,,30-MAR-2041,,,,,IN2620250075
Tripura State,SG,100.0,100.0,100,8.0,07-APR-2026,,30-MAR-2046,,,,,IN3220250085
PNB Housing Finance Limited,N0,100000.0,100000.0,1,8.1,10-JAN-2025,,20-APR-2028,,,,,INE572E07209
Aditya Birla Housing Finance Limited,N0,100000.0,100000.0,1,8.1,20-DEC-2023,,26-APR-2028,,,,,INE831R07359
Godrej Industries Limited,N0,100000.0,100000.0,1,8.1,26-NOV-2024,,22-MAY-2028,,,,,INE233A08154
HDFC Life Insurance Company Limited,N0,100000.0,100000.0,1,8.1,18-FEB-2025,,14-FEB-2035,,,,,INE795G08043
Indian Railway Finance Corporation Limited,N2,1000.0,1000.0,1,8.1,02-MAR-2012,,23-FEB-2027,,,,,INE053F07538
Jharkhand State,SG,100.0,100.0,100,8.1,27-JUL-2020,,31-MAR-2032,,,,,IN3720190062
Kerala State,SG,100.0,100.0,100,8.1,27-JUL-2020,,08-APR-2032,,,,,IN2020200027
NIIF Infrastructure Finance Limited,N0,100000.0,100000.0,1,8.1,30-JAN-2024,,24-JAN-2034,,,,,INE246R07707
NDR INVIT Trust,N0,100000.0,100000.0,1,8.1,06-JAN-2025,,01-JAN-2040,,,,,INE0Q7Q07018
SMFG India Home Finance Company Limited,N0,100000.0,100000.0,1,8.1,28-OCT-2025,,24-OCT-2035,,,,,INE213W08069
Tata Capital Housing Finance Limited,ND,100000.0,100000.0,1,8.1,23-FEB-2024,,19-FEB-2027,,,,,INE033L07IE2
TVS Holdings Limited,N0,100000.0,100000.0,1,8.1,30-MAR-2026,,24-JUN-2029,,,,,INE105A08048
Aditya Birla Capital Limited,NG,100000.0,100000.0,1,8.12,11-APR-2025,,06-MAR-2028,,,,,INE860H07II7
ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000.0,100000.0,1,8.11,16-JUL-2024,,15-MAY-2029,,,,,INE831R07458
REC Limited,NI,1000.0,1000.0,1,8.12,22-MAR-2017,,27-MAR-2027,,,,,INE020B07GH7
Sundaram Finance Limited,N2,100000.0,100000.0,1,8.12,25-JUN-2024,,21-JUN-2027,,,,,INE660A07RT4
Tata Capital Limited,NH,100000.0,100000.0,1,8.14,23-MAY-2024,,21-MAR-2029,,,,,INE976I07CV5
Aditya Birla Housing Finance Limited,N3,100000.0,100000.0,1,8.13,20-DEC-2023,,01-NOV-2028,,,,,INE831R07409
Aseem Infrastructure Finance Limited,N0,100000.0,100000.0,1,8.13,22-JUL-2025,,16-JUL-2032,,,,,INE0AD508018
L&T Finance limited,NP,100000.0,100000.0,1,8.13,31-JAN-2024,,23-MAR-2029,,,,,INE498L07020
PNB Housing Finance Limited,N0,100000.0,100000.0,1,8.13,29-DEC-2023,,22-DEC-2033,,,,,INE572E07142
Kisetsu Saison Finance (India) Private Limited,N0,100000.0,100000.0,1,8.14,23-JUL-2025,,21-JAN-2036,,,,,INE0DZE08034
TATA PROJECTS LIMITED,N0,100000.0,100000.0,1,8.14,14-OCT-2024,,08-OCT-2027,,,,,INE725H08212
Agra Nagar Nigam,N0,100000.0,100000.0,1,8.15,17-APR-2025,,15-APR-2029,,,,,INE1N2P24034
Agra Nagar Nigam,N0,100000.0,100000.0,1,8.15,17-APR-2025,,15-APR-2030,,,,,INE1N2P24042
Agra Nagar Nigam,N0,100000.0,100000.0,1,8.15,17-APR-2025,,15-APR-2031,,,,,INE1N2P24018
Agra Nagar Nigam,N0,100000.0,100000.0,1,8.15,17-APR-2025,,15-APR-2032,,,,,INE1N2P24026
Canara HSBC Life Insurance Company Limited,N0,100000.0,100000.0,1,8.15,17-MAR-2026,,13-MAR-2036,,,,,INE01TY08012
Godrej Housing Finance Limited,N0,100000.0,100000.0,1,8.15,30-APR-2025,,25-APR-2035,,,,,INE02JD08015
Godrej Industries Limited,N0,100000.0,100000.0,1,8.15,26-NOV-2024,,22-NOV-2029,,,,,INE233A08147
Jammu & Kashmir State,SG,100.0,100.0,100,8.15,27-JUL-2020,,08-APR-2030,,,,,IN4920200024
L&T Finance limited,NO,100000.0,100000.0,1,8.15,09-JAN-2024,,04-JAN-2027,,,,,INE498L07012
Motilal Oswal Financial Services Limited,N0,100000.0,100000.0,1,8.15,17-DEC-2025,,12-DEC-2028,,,,,INE338I07198
PNB Housing Finance Limited,N0,100000.0,100000.0,1,8.15,16-OCT-2024,,29-JUL-2027,,,,,INE572E07183
PNB Housing Finance Limited,N0,100000.0,100000.0,1,8.15,03-DEC-2024,,29-NOV-2027,,,,,INE572E07191
SMFG India Credit Company Limited,N0,100000.0,100000.0,1,8.15,26-SEP-2024,,24-SEP-2026,,,,,INE535H07CM0
SMFG India Credit Company Limited,N0,100000.0,100000.0,1,8.15,26-SEP-2024,,24-SEP-2027,,,,,INE535H07CL2
Aditya Birla Capital Limited,NH,100000.0,100000.0,1,8.16,11-APR-2025,,14-FEB-2029,,,,,INE860H07IW8
Kisetsu Saison Finance (India) Private Limited,N0,100000.0,100000.0,1,8.16,23-DEC-2024,,18-DEC-2029,,,,,INE0DZE07044
L&T Finance Limited,N0,100000.0,100000.0,1,8.16,02-JUL-2024,,30-SEP-2027,,,,,INE498L07046
ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000.0,100000.01,1,8.17,16-JUL-2024,,25-AUG-2027,,,,,INE831R07466
Godrej Housing Finance Limited,N0,100000.0,100000.0,1,8.17,06-MAR-2025,,04-MAR-2030,,,,,INE02JD07066
Toyota Financial Services India Limited,N3,100000.0,100000.0,1,8.17,05-JUN-2024,,31-MAY-2027,,,,,INE692Q07506
Can Fin Homes Limited,N1,100000.0,100000.0,1,8.18,08-APR-2024,,03-APR-2029,,,,,INE477A07399
Godrej Finance Limited,N0,100000.0,100000.0,1,8.18,01-JAN-2025,,30-DEC-2026,,,,,INE02KN07063
Toyota Financial Services India Limited,N0,100000.0,100000.0,1,8.18,05-AUG-2024,,29-SEP-2027,,,,,INE692Q07522
TATA PROJECTS LIMITED,N0,100000.0,100000.0,1,8.18,10-DEC-2024,,06-DEC-2027,,,,,INE725H08220
Cholamandalam Investment and Finance Company Limited,N0,100000.0,100000.0,1,8.19,02-JAN-2025,,30-DEC-2026,,,,,INE121A07SK4
Cholamandalam Investment and Finance Company Limited,N0,100000.0,100000.0,1,8.19,01-APR-2025,,26-MAR-2027,,,,,INE121A07SM0
Aditya Birla Capital Limited,NI,100000.0,100000.0,1,8.1,11-APR-2025,,07-SEP-2029,,,,,INE860H07JA2
Aditya Birla Capital Limited,N4,1000.0,1000.0,1,8.1,11-APR-2025,,09-OCT-2033,,,,,INE860H07IS6
Tata Capital Housing Finance Limited,N8,1000.0,1000.0,1,8.1,16-JAN-2020,,14-JAN-2028,,,,,INE033L07GS6
ADITYA BIRLA HOUSING FINANCE LIMITED,N5,100000.0,100000.0,1,8.2,05-MAR-2024,,26-FEB-2027,,,,,INE831R07425
ADITYA BIRLA HOUSING FINANCE LIMITED,N6,100000.0,100000.0,1,8.2,22-MAR-2024,,19-MAY-2027,,,,,INE831R07441
Aditya Birla Sun Life Insurance Company Limited,N0,100000.0,100000.0,1,8.2,12-JUL-2024,,10-JUL-2034,,,,,INE951F08051
Can Fin Homes Limited,N0,100000.0,100000.0,1,8.2,21-MAR-2025,,18-MAY-2027,,,,,INE477A07423
Cholamandalam Investment and Finance Company Limited,N0,100000.0,100000.0,1,8.2,21-FEB-2025,,17-FEB-2028,,,,,INE121A07SL2
IIFL Home Finance Limited,N9,1000.0,1000.0,1,8.2,05-JAN-2022,,03-JAN-2027,,,,,INE477L07AN9
Kisetsu Saison Finance (India) Private Limited,N0,100000.0,100000.0,1,8.2,11-JUL-2025,,09-JAN-2036,,,,,INE0DZE08026
Muthoot Finance Limited,N0,100000.0,100000.0,1,8.2,05-MAY-2025,,30-APR-2030,,,,,INE414G07JP8
Toyota Financial Services India Limited,N0,100000.0,100000.0,1,8.2,19-JUL-2024,,16-JUL-2029,,,,,INE692Q07514
Sundaram Finance Limited,N0,100000.0,100000.0,1,8.23,09-JUL-2024,,05-JUL-2034,,,,,INE660A08CI7
L&T Finance limited,NQ,100000.0,100000.0,1,8.24,20-MAR-2024,,16-JUN-2027,,,,,INE498L07038
PNB Housing Finance Limited,N0,100000.0,100000.0,1,8.24,27-SEP-2024,,24-JAN-2028,,,,,INE572E07175
Kisetsu Saison Finance (India) Private Limited,N1,100000.0,100000.0,1,8.25,20-MAR-2024,,16-MAR-2029,,,,,INE0DZE07028
Tata Capital Limited,NF,100000.0,100000.0,1,8.29,04-MAR-2024,,10-MAY-2027,,,,,INE976I07CT9
Bharti Telecom Limited,N0,100000.0,100003.0,1,8.25,08-NOV-2024,,15-NOV-2027,,,,,INE403D08223
Can Fin Homes Limited,N0,100000.0,100000.0,1,8.25,27-FEB-2024,,21-MAY-2027,,,,,INE477A07381
Nomura Fixed Income Securities Limited,N0,100000.0,100000.0,1,8.25,28-JUN-2024,,25-JUN-2027,,,,,INE127K08017
SMFG India Home Finance Company Limited,N1,100000.0,100000.0,1,8.25,31-MAY-2024,,28-MAY-2027,,,,,INE213W07285
Tvs Credit Services Limited,N0,100000.0,100000.0,1,8.25,02-JAN-2025,,31-DEC-2027,,,,,INE729N07073
Tvs Credit Services Limited,N0,100000.0,100000.0,1,8.25,05-MAR-2025,,03-MAR-2028,,,,,INE729N07081
TATA PROJECTS LIMITED,N6,100000.0,100000.0,1,8.25,11-JUN-2024,,28-APR-2027,,,,,INE725H08196
SMFG India Credit Company Limited,N5,100000.0,100000.0,1,8.28,06-JUN-2024,,12-MAR-2027,,,,,INE535H07CH0
PNB Housing Finance Limited,N0,100000.0,100000.0,1,8.28,12-AUG-2024,,30-DEC-2026,,,,,INE572E07167
SMFG India Credit Company Limited,N0,100000.0,100000.0,1,8.28,07-AUG-2024,,05-AUG-2026,,,,,INE535H07CK4
